LOB,CoverageCode,CoverageName,VariableCode,VariableName
DOLine,DOLFraudAbuse,Fraud and Abuse,DOLFraudAbuseDOFraudAbuseSublimit,Sublimit
DOLine,DOLFraudAbuse,Fraud and Abuse,DOLFraudAbuseDOFraudAbuseCoinsurance,Coinsurance %
DOLine,DOLFraudAbuse,Fraud and Abuse,DOLFraudAbuseDOFraudAbuseRetention,Retention
DOLine,DOLFraudAbuse,Fraud and Abuse,DOLFraudAbuseDOFraudAbusePriorPendLitDate,Prior & Pending Litigation Date
DOLine,DOLAmendDefnEmplIncludEduServicesEndoCov_Ext,Amend Definition of Employee Including Educational Services Endorsement,NA,NA
DOLine,DOLGeneralPartnershipNamedInsuredEndoCov_Ext,General Partnership as Named Insured Endorsement,NA,NA
DOLine,DOLSpecificEntityExclEndoCond_Ext,Specific Entity Exclusion Endorsement,DOLSpecificEntityExclEndoCondName_Ext,Specific Entity Name
DOLine,DOLExcSpecificEntityEndorsement_Ext,Specific Entity Exclusion Endorsement,NA,NA
DOLine,DOLAmndDeclarPremEndoCond_Ext,Amend Declarations - Premium Endorsement,DOLAmndDeclarPremEndoCondPremium_Ext,Premium
DOLine,DOLAddSubsidLitigDatePriorExclEndoCond_Ext,Add Subsidiary with P&P Litigation Date and Prior Acts Exclusion Endorsement,DOLAddSubsidLitigDatePriorExclEndoCondName_Ext,Subsidiary Name
DOLine,DOLAddSubsidLitigDatePriorExclEndoCond_Ext,Add Subsidiary with P&P Litigation Date and Prior Acts Exclusion Endorsement,DOLAddSubsidLitigDatePriorExclEndoCondEffDate_Ext,Effective Date of Subsidiary
DOLine,DOLAmendDefinManageCareOrganizationCond_Ext,Amend Definition of Managed Care Organization,NA,NA
DOLine,DOLLimitedPartnershipSubsidiaryEndoCov_Ext,Limited Partnership as Subsidiary Endorsement,NA,NA
DOLine,DOLEMTALACov,EMTALA,DOLEMTALACovDOEMTALASublimit,Sublimit
DOLine,DOLProviderSelectionCov,Provider Selection,DOLProviderSelectionCovDOProviderSelectionRetention,Retention
DOLine,DOLProviderSelectionCov,Provider Selection,DOLProviderSelectionCovDOProviderSelectionSublimit,Sublimit
DOLine,DOLProviderSelectionCov,Provider Selection,DOLProviderSelectionCovDOProviderSelectionCoinsurance,Coinsurance %
DOLine,DOLExcFamilyClaimEndorsement_Ext,Family Claim Exclusion Endorsement,NA,NA
DOLine,DOLExcAmendClaimEndorsement_Ext,Amend Claim Endorsement - Exclusion,NA,NA
DOLine,DOLAmndSectionReprtEndoCond_Ext,Amend Section VI Reporting Endorsement,DOLAmndSectionReprtEndoCondNoDaysWrds_Ext,Number of Days in words
DOLine,DOLAmndSectionReprtEndoCond_Ext,Amend Section VI Reporting Endorsement,DOLAmndSectionReprtEndoCondNoDays_Ext,Number of Days as a #
DOLine,DOLAmndSectionExtendReprtEndoCond_Ext,Amend Section XII Extended Reporting Period Endorsement,NA,NA
DOLine,DOLIRCCov,IRC,DOLIRCCovDOIRCSublimit,Sublimit
DOLine,DOLDutyToDefendCond_Ext,Duty to Defend,NA,NA
DOLine,DOLWaiverOfChangeInCtrlEndoCond_Ext,Waiver of Change in Control Endorsement,DOLWaiverOfChangeInCtrlEndoCondEvnt_Ext,Event
DOLine,DOLExcForPrisonCorrectionsEndorsement_Ext,Exclusion For Prison/Corrections Operations Endorsement,NA,NA
DOLine,DOLSuccessorIntrtEndoCond_Ext,Successor in Interest Endorsement,DOLSuccessorIntrtEndoCondName_Ext,Successor in Interest Name
DOLine,DOLFinancialStrengthEndoCond_Ext,Financial Strength Endorsement,DOLFinancialStrengthEndoCondRating_Ext,Rating
DOLine,DOLExcAmendSecuritiesMinority_Ext,Amend Securities Exclusion Endorsement (Minority Shareholder Carveback),NA,NA
DOLine,DOLAddSubsidiaryEndoCond_Ext,Add Subsidiary Endorsement,DOLAddSubsidiaryEndoCondName_Ext,Subisidiary Name
DOLine,DOLExcOrganizationwithPriorActs_Ext,Add Organization with Prior Acts Exclusion Sublimit and Separate Retention Endorsement,NA,NA
DOLine,DOLInsuringClauseCCov,Entity Liability - Insuring Clause C,DOLInsuringClauseCCovPriorPendingLitDate,Prior & Pending Litigation Date
DOLine,DOLInsuringClauseCCov,Entity Liability - Insuring Clause C,DOLInsuringClauseCCovDOInsuringClauseSublimit,Sublimit
DOLine,DOLAmndPolicyTermNonpaymentPremCond_Ext,Amends Policy Termination Nonpayment of Premium,NA,NA
DOLine,DOLAmndDeclarToCorrectErrorEndoCond_Ext,Amend Declarations Endorsement (To Correct Error at Issuance),DOLAmndDeclarToCorrectErrorEndoCondText_Ext,Text
DOLine,DOLAmndDeclarToCorrectErrorEndoCond_Ext,Amend Declarations Endorsement (To Correct Error at Issuance),DOLAmndDeclarToCorrectErrorEndoCondItem_Ext,Item #
CA7Line,CA7VehicleCollisionZNR,Zone Rated Truck Collision,CA7Ded34,Deductible
CA7Line,CA7VehicleCollisionZNR,Zone Rated Truck Collision,CA7CollisionType7,Collision Coverage Option
CA7Line,CA7VehicleCollisionZNR,Zone Rated Truck Collision,CA7CovType48,Collision Coverage Type
CA7Line,CA7NCUninsuredMotoristsCov,North Carolina Uninsured Motorists,CA7UninsuredMotorVehicleDefinitionApplies,Paragraph B Applies
CA7Line,CA7ExclOfTerrNuclearBiologicalChemicalTerrAboveMin,"Exclusion Of Terrorism Involving Nuclear, Biological Or Chemical Terrorism Above Minimum Statutory Limits",NA,NA
CA7Line,CA7MIPropertyDamageLiabCovBuybackPBT,Michigan Property Damage Liability Coverage Buyback,NA,NA
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7YourInterestAndTheInterestOfAnyCreditorOthThanC,Your Interest and Interest of Creditor Named Loss Payee (OTC)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7UsedAutosDemonstratorsCollision,Used Autos Demonstrators (COLL)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7BlanketAnnualCollisionRatesOver100000,"Blanket Annual Collision Rates Over $100,000"
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7NewAutosOthThanCollision,New Autos (OTC)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7AdjustmentFactor,Adjustment Factor
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7ReportingBasis5,Reporting Basis
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7PremiumBasisReportingOrNonreporting1,Premium Basis - Reporting Or Nonreporting
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7YourInterestInCovrdAutosYouOwnCollision,Your Interest In Covered Autos You Own (COLL)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7AllInterestsInAnyAutoNotOwnedByYouOrAnyCredito2,All Interests In Any Auto Not Owned By You Or Any Creditor While In Your Possession On Consignment For Sale (OTC)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7YourInterestInCovrdAutosYouOwnOthThanCollision,Your Interest In Covered Autos You Own (OTC)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7YourInterestOnlyInFinancedCovrdAutosCollision,Your Interest In Financed Covered Autos (COLL)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7BlanketAnnualCollisionRates50001to100000,"Blanket Annual Collision Rates $50,001 to $100,000"
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7AllInterestsInAnyAutoNotOwnedByYouOrAnyCredito1,All Interests In Any Auto Not Owned By You Or Any Creditor While In Your Possession On Consignment For Sale (COLL)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7LossPayee3,Loss Payee - Any loss is payable as interest may appear to you and:
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7BlanketAnnualCollisionRatesPremium,Blanket Annual Collision Rates Premium
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7BlanketAnnualCollisionRatesFirst50000,"Blanket Annual Collision Rates First $50,000"
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7InTransitLimit,In transit
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7AddressWhereYouConductOps,Address Where You Conduct Operations
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7AdditionalLocationsWhereYouStoreCovrdAutosLimit,"Additional locations where you store covered autos"""""
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7YourInterestOnlyInFinancedCovrdAutosOthThanColl,Your Interest In Financed Covered Autos (OTC)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7NewAutosCollision,New Autos (COLL)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7YourInterestAndTheInterestOfAnyCreditorCollisio,Your Interest and Interest of Creditor Named Loss Payee (COLL)
CA7Line,CA7SpecialTypesPhysDamageCovAutosHeldForSaleByNSPV,Physical Damage Coverage - Autos Held For Sale By Non-Dealers,CA7UsedAutosDemonstratorsOthThanCollision,Used Autos Demonstrators (OTC)
CA7Line,CA7VehicleUninsuredMotoristSPV,Special Types Uninsured Motorists,CA7TerritoryGroup3,Territory Group
CA7Line,CA7VehicleUninsuredMotoristSPV,Special Types Uninsured Motorists,CA7Wanted29,Uninsured Motorists Coverage
CA7Line,CA7GaragekeepersExclFloodWaterMudExcl_Ext,"Garagekeepers Coverage - Flood, Water or Mudslide Exclusion",NA,NA
CA7Line,CA7AdditionalPersonalInjuryProtectionNYDeathBenSPV,Special Types Added Personal Injury Protection Endorsement Added Death Benefit,CA7AdditionalDeathBenefit2,Additional Death Benefit Coverage
CA7Line,CA7AdditionalPersonalInjuryProtectionNYDeathBenSPV,Special Types Added Personal Injury Protection Endorsement Added Death Benefit,CA7Limit74,Limit
CA7Line,CA7CancellationAndNonrenewalNoticeToDesignatedPers,Virginia Cancellation And Nonrenewal Notice To Designated Person Or Organization,CA7Name,1. Name
CA7Line,CA7CancellationAndNonrenewalNoticeToDesignatedPers,Virginia Cancellation And Nonrenewal Notice To Designated Person Or Organization,CA7NumberOfDaysAdvanceNotice,3. Number of days' advance notice
CA7Line,CA7CancellationAndNonrenewalNoticeToDesignatedPers,Virginia Cancellation And Nonrenewal Notice To Designated Person Or Organization,CA7AddressID,2. Address
CA7Line,CA7AutoEnhancementPetCoverage_Ext,Commercial Auto Enhancement - Pet Coverage,NA,NA
CA7Line,CA7ExtendedReportingPeriodEndorsementForEmplBenefi,Extended Reporting Period Endorsement For Employee Benefits Liability,CA7ManualPremium18,Manual Premium
CA7Line,CA7TrailerInterchange,Trailer Interchange,NA,NA
CA7Line,CA7MotorCarrierCovFormTrailerInterchangeCovCollisi,Motor Carrier Coverage Form Trailer Interchange Coverage Collision,CA7LimitOfLiabInExcessOf20003,"Collision Limit Of Liability In Excess Of $20,000"
CA7Line,CA7MotorCarrierCovFormTrailerInterchangeCovCollisi,Motor Carrier Coverage Form Trailer Interchange Coverage Collision,CA7Ded47,Collision Deductible
CA7Line,CA7MotorCarrierCovFormTrailerInterchangeCovCollisi,Motor Carrier Coverage Form Trailer Interchange Coverage Collision,CA7LimitOfLiab2,Collision Limit Of Liability
CA7Line,CA7MotorCarrierCovFormTrailerInterchangeCovCollisi,Motor Carrier Coverage Form Trailer Interchange Coverage Collision,CA7CovType97,Collision Coverage Type
CA7Line,CA7WaiverOfTransferOfRightsOfRecoveryAgainstOther1,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver Of Subrogation) - Automatic When Required By Written Contr,NA,NA
CA7Line,CA7VehicleUnderinsuredMotoristPropertyDamageZNR,Zone Rated Truck Underinsured Motorists Property Damage,CA7Wanted79,Underinsured Motorists Property Damage Coverage
CA7Line,CA7PFASExclForGeneralLiabCovs,Perfluoroalkyl And Polyfluoroalkyl Substances (PFAS) Exclusion For General Liability,CA7ManualPremium126,Manual Premium
CA7Line,CA7TXChangesMexicoCovBroadSPV,Texas Changes - Mexico Coverage - Broad,NA,NA
CA7Line,CA7BusinessInterruptionCollision,Business Interruption Collision,NA,NA
CA7Line,CA7NoticeOfCancellationToSchedPersonOrOrg_Ext,Notice of Cancellation to a Scheduled Person or Organization,NA,NA
CA7Line,CA7SpecialTypesRepossessedAutoLiabPremiumToReachMi,Special Types Repossessed Auto Liability Premium To Reach Minimum,NA,NA
CA7Line,CA7OnHook,On-Hook,NA,NA
CA7Line,CA7DOCCovBroadCovForNamedIndivsMedicalExpenseBenef,Drive Other Car Cov Broadened Cov For Named Individuals Medical Expense Benefits,CA7Limit88,Medical Expense Benefits (Each Person) Limit
CA7Line,CA7FinancialResponsibility1,Financial Responsibility,NA,NA
CA7Line,CA7DOCCovBroadCovForNamedIndivsUnderinsuredMotori1,Drive Other Car Cov Broadened Cov For Named Individuals Underinsured Motorists Property Damage,CA7Ded46,Underinsured Motorists Property Damage Deductible
CA7Line,CA7DOCCovBroadCovForNamedIndivsUnderinsuredMotori1,Drive Other Car Cov Broadened Cov For Named Individuals Underinsured Motorists Property Damage,CA7LimitText48,Underinsured Motorists Property Damage Limit
CA7Line,CA7MotorCarrierEndorsement1,Motor Carrier Endorsement,NA,NA
CA7Line,CA7MIPropertyDamageLiabCovBuybackGRD,Michigan Property Damage Liability Coverage Buyback,NA,NA
CA7Line,CA7AudioVisualAndDataElectrEquipCovPPT,"Audio, Visual And Data Electronic Equipment Coverage Added Limits",CA7Limit10,"Per Loss"" Limit"""
CA7Line,CA7AudioVisualAndDataElectrEquipCovPPT,"Audio, Visual And Data Electronic Equipment Coverage Added Limits",CA7PerLossLimPPT_Ext,"Per Loss"" Limit"""
CA7Line,CA7CustomSignsDecorations_Ext,Custom Signs & Decorations,CA7Limit13_Ext,Limit
CA7Line,CA7VehicleMedPayTTT,Truck Medical Payments,CA7LimitText13,Medical Payments Limit
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversUninsZNR,Zone Rated Truck Increased Limits Other Than Designated Driver UM,CA7LimitOfIns53,UM/UIM Combined Liability Or UM/UIM Bodily Injury (Each Accident Or Each Person/Each Accident)
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversUninsZNR,Zone Rated Truck Increased Limits Other Than Designated Driver UM,CA7ManualPremium92,Manual Premium
CA7Line,CA7SpecialTypesPersonalInjuryProtectionEndorse4SPV,Special Types Personal Injury Protection Endorsement PIP,CA7NamedInsuredAndFamilyMembers3,Personal Injury Protection Coverage Deductible Applies To:
CA7Line,CA7SpecialTypesPersonalInjuryProtectionEndorse4SPV,Special Types Personal Injury Protection Endorsement PIP,CA7PersonalInjuryProtectionForBI3,"Personal Injury Protection For Bodily Injury"""""
CA7Line,CA7SpecialTypesPersonalInjuryProtectionEndorse4SPV,Special Types Personal Injury Protection Endorsement PIP,CA7LimitOfIns23,Limit Of Insurance (Each Insured)
CA7Line,CA7SpecialTypesPersonalInjuryProtectionEndorse4SPV,Special Types Personal Injury Protection Endorsement PIP,CA7Ded29,Personal Injury Protection coverage Deductible
CA7Line,CA7SpecialTypesPersonalInjuryProtectionEndorse4SPV,Special Types Personal Injury Protection Endorsement PIP,CA7PIPAppliesToYouAndOrFamilyMembers3,Personal Injury Protection Coverage Deductible Applies To:
CA7Line,CA7SpecialTypesPersonalInjuryProtectionEndorse4SPV,Special Types Personal Injury Protection Endorsement PIP,CA7LimitOfCompensation7,Limit Of Compensation
CA7Line,CA7EmplAsLessorZNR,Employee As Lessor,NA,NA
CA7Line,CA7Y2KCompReltdElectrncPrblsExclOfSpecnCovForDesin,"Y2K Lmtd Cov Optns - Compu-Reltd And Other Electrnc Prbls - Excl Of Specn Cov For Desind Locs, Prods, Srvcs Or Wrk You Perfd",NA,NA
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversMedPaSPV,Special Types Increased Limits Other Than Designated Driver Medical Payments,CA7ManualPremium80,Manual Premium
CA7Line,CA7TXIncreasedLmtsOthThanDesignatedDriversMedPaSPV,Special Types Increased Limits Other Than Designated Driver Medical Payments,CA7Limit51,Auto Medical Payments Limit Of Insurance (Each Person)
CA7Line,CA7TerrorismNoFaultSPV_Ext,Terrorism - No-Fault,NA,NA
CA7Line,CA7VehicleUnderinsuredMotoristPPT,Private Passenger Underinsured Motorists,CA7Wanted19,Underinsured Motorists Coverage
CA7Line,CA7LessorAdditionalInsuredAndLossPayeePPT,Lessor - Additional Insured And Loss Payee,NA,NA
CA7Line,CA7LossOfEarningsExtendedCov_Ext,Loss Of Earnings - Extended Coverage,CA7Limit20_Ext,Limit
CA7Line,CA7PrivatePassengerRentalReimbursementCovOthThaPPT,Private Passenger Rental Reimbursement Coverage Other Than Collision,CA7CovType24,Other Than Collision Coverage Type
CA7Line,CA7ExclOrExcessCovHazardsOtherwiseInsuredSPV,Exclusion Or Excess Coverage Hazards Otherwise Insured,CA7Limit16,Limits Of Insurance
CA7Line,CA7ExclOrExcessCovHazardsOtherwiseInsuredSPV,Exclusion Or Excess Coverage Hazards Otherwise Insured,CA7DateOtherInsuranceEnds2,Date Other Insurance Ends
CA7Line,CA7ExclOrExcessCovHazardsOtherwiseInsuredSPV,Exclusion Or Excess Coverage Hazards Otherwise Insured,CA7Excl2,Covered Autos Liability Coverage Exclusion
CA7Line,CA7UnmannedAircraftExclForGeneralLiabCovsBIAndProp,Unmanned Aircraft Exclusion For General Liability Coverages - (Bodily Injury And Property Damage Liability Only),CA7ManualPremium112,Manual Premium
CA7Line,CA7CannabisExclWithHempAndLessorRiskExceptionForGe,Cannabis Exclusion With Hemp And Lessor Risk Exception For General Liability,CA7ManualPremium165,Manual Premium
CA7Line,CA7PublicTransportationPersonalInjuryProtectio2PBT,Public Transportation Personal Injury Protection Endorsement Medical Expenses Cov,CA7MedicalExpenses2,Medical Expenses (Each Person)
CA7Line,CA7LeasingOrRentalConcernsContingent1,Leasing Or Rental Concerns - Contingent,NA,NA
CA7Line,CA7AdditionalPersonalInjuryProtectionNYDeathBenTTT,Truck Added Personal Injury Protection Endorsement Added Death Benefit,CA7Limit75,Limit
CA7Line,CA7AdditionalPersonalInjuryProtectionNYDeathBenTTT,Truck Added Personal Injury Protection Endorsement Added Death Benefit,CA7AdditionalDeathBenefit3,Additional Death Benefit Coverage
CA7Line,CA7PublicTransportationExcessAttendantCarePBT,Public Transportation Excess Attendant Care,CA7ManualPremium197,Manual Premium
CA7Line,CA7PublicTransportationExcessAttendantCarePBT,Public Transportation Excess Attendant Care,CA7CovStatus74,Excess Attendant Care Coverage
CA7Line,CA7GarageAdditionalInsuredGeneralLiabCovsOwnersGRD,Additional Insured - General Liability Coverages - Owners Of Leased Or Rented Land Or Premises,CA7NameOfPersonsOrOrganization,Name Of Person Or Organization
CA7Line,CA7GarageAdditionalInsuredGeneralLiabCovsOwnersGRD,Additional Insured - General Liability Coverages - Owners Of Leased Or Rented Land Or Premises,CA7DescriptionOfPremisesOrLandLeasedOrRentedToYou1,Description Of Premises Or Land Leased Or Rented To You
CA7Line,CA7LessorAdditionalInsuredAndLossPayeeSPV_Ext,Lessor - Additional Insured and Loss Payee,NA,NA
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7TotalPolicyPremium3MonthsPrior1,Total Policy Premium 3 Months Prior
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7TotalPolicyPremium3MonthsPriorRentals1,Total Policy Premium 3 Months Prior - Rentals
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7TotalAnnualGrossReceiptsOrMileage3MonthsPrior,Total Annual Gross Receipts Or Mileage - 3 Months Prior
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7HistoricalGrossReceiptsOrMileage,Historical Gross Receipts Or Mileage
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7EstimatedOrAuditedGrossReceiptsOrMileage,Estimated Or Audited Gross Receipts Or Mileage
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7TotalPolicyPremium3MonthsPriorExcludingRentals,Total Policy Premium 3 Months Prior - Excluding Rentals
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7EstimatedTotalGrossReceiptsOrMileage,Estimated Total Gross Receipts Or Mileage
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7Limit92,Liability Limit
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7TotalPolicyPremium12MonthsPrior1,Total Policy Premium 12 Months Prior
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7CovType107,Liability Coverage Type
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7TotalPolicyPremium12MonthsPriorExcludingRentals,Total Policy Premium 12 Months Prior - Excluding Rentals
CA7Line,CA7GrossReceiptsOrMileageBasisLiab,Gross Receipts Or Mileage Basis Liability,CA7TotalPolicyPremium12MonthsPriorRentals1,Total Policy Premium 12 Months Prior - Rentals
CA7Line,CA7VehicleOptionalBasicEconomicLossPPT,Private Passenger Optional Basic Economic Loss,CA7Wanted69,Optional Basic Economic Loss Coverage
CA7Line,CA7VehicleUninsuredMotoristTTT,Truck Uninsured Motorists,CA7TerritoryGroup4,Territory Group
CA7Line,CA7VehicleUninsuredMotoristTTT,Truck Uninsured Motorists,CA7Wanted33,Uninsured Motorists Coverage
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7Ded20,Deductible
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7PPOthThanCollGlaDedApp_Ext,$100 Glass Deductible Applies
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7PercentOfMilesDrivenInGreenZone3,Percentage Of Miles Driven In Green Zone
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7AntiTheftDevice,Anti-Theft Device
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7ManualPremium57,Manual Premium
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7CovType16,Other Than Collision Coverage Type
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7LossesCovrd,Losses Covered
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7DedType,Deductible Type
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7VehicleSymbolCharacterTwo2,Vehicle Symbol Character Two
CA7Line,CA7VehicleOthThanCollisionPPT,Private Passenger Other Than Collision,CA7VehicleSymbolCharacterOne2,Vehicle Symbol Character One
CA7Line,CA7LeasingOrRentalConcernsScheduleOfLmtsForOwneSPV,Leasing Or Rental Concerns - Schedule Of Limits For Owned Autos,NA,NA
CA7Line,CA7AdditionalInsuredGeneralLiabCovsControllingInt1,Additional Insured - General Liability Coverages - Controlling Interest,NA,NA
CA7Line,CA7OnHookCovCollision,On Hook Coverage Collision,CA7Ded1,Deductible For Each Customer's Auto
CA7Line,CA7OnHookCovCollision,On Hook Coverage Collision,CA7MaxLimitOfLiab,Limit Of Insurance
CA7Line,CA7OnHookCovCollision,On Hook Coverage Collision,CA7CovType85,Collision Coverage Type
CA7Line,CA7WaiverOfTransferOfRightsOfRecoveryAgainstOthers,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver Of Subrogation),NA,NA
CA7Line,CA7TXChangesMexicoCovBroadTTT,Texas Changes - Mexico Coverage - Broad,NA,NA
CA7Line,CA7TruckAddedPersonalInjuryProtectionEndorsemenTTT,Added Personal Injury Protection,NA,NA
CA7Line,CA7WaiverOfCollisionDeductible_Ext,Waiver Of Collision Deductible - Attached Autos,CA7Limit25_Ext,Limit
CA7Line,CA7FellowEmployeeCov_Ext,Fellow Employee Coverage,CA7Limit29_Ext,Limit
CA7Line,CA7FamilyEmergencyTravelReimbursement_Ext,Family Emergency Travel Reimbursement,CA7Limit30_Ext,Limit
CA7Line,CA7ActsErrorsOrOmissionsLiabGRD,Garage Acts Errors Or Omissions Liability,CA7Ded30,Deductible
CA7Line,CA7ActsErrorsOrOmissionsLiabGRD,Garage Acts Errors Or Omissions Liability,CA7CovType41,Acts Errors Or Omissions Coverage Type
CA7Line,CA7ActsErrorsOrOmissionsLiabGRD,Garage Acts Errors Or Omissions Liability,CA7LimitText7,Limit
CA7Line,CA7AutoLoanLeaseGapCovSpecialTypesCollisionSPV,Special Types Auto Loan Lease Gap Coverage Collision,CA7Collision6,Collision Coverage
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7DeletionOfBenefitsOthThanMedicalExpensesOption,IV. Deletion Of Benefits Other Than Medical Expenses Option
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7NamedInsuredElectsToAddTogetherTwoOrMorePersona,The Named Insured elects to add together two or more Personal Injury Protection Coverages. (Refer to Paragraph 3. of the Limit Of Insurance Provision.)
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7LossOfServicesBenefit1,Loss Of Services Benefit Limit Per Person
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7MedicalExpenseBenefitsCopayment,III. Medical Expense Benefits Copayment
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7AttendantCareCovInExcess,Attendant Care Coverage Is Provided In Excess Of The 56 Hours Per Week Under Medical Expenses Coverage.
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7FuneralExpenses2,Funeral Expenses Limit Per Person
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7BenefitsMedicalExpenses,Benefits
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7PIPForPedestriansPremium,Premium
CA7Line,CA7PersonalInjuryProtection,Personal Injury Protection,CA7WorkLossWillNotBeProvidedForTheNamedInsuredAndA,"Work loss will not be provided for the Named Insured and any family member"" age 65 or older"
