LOB,CoverageCode,CoverageName
GL7Line,GL7ProflLiabExclSpasOrPersonalEnhancementFacilitie,Professional Liability Exclusion - Spas Or Personal Enhancement Facilities
GL7Line,GL7PollutionExclNamedPerilLmtdExcptnShortTermPollu,Pollution Exclusion - Named Peril Limited Exception For A Short-Term Pollution Event
GL7Line,GL7BoardNamesInsured_Ext,Broad Named Insured
GL7Line,GL7NDChangesNoticeOfCancellationPesticideApplicat1,North Dakota Changes - Notice Of Cancellation - Pesticide Applicators
GL7Line,GL7SpecifiedFoodBorneIllness_Ext,Specified Food-Borne Illness
GL7Line,GL7UTChangesLiquorLiab,Utah Changes - Liquor Liability
GL7Line,GL7AddlInsReqByContract_Ext,Additional Insured - When Required by Contract
GL7Line,GL7ExclSpecificAccidentsProdsWorkOrLocation,"Exclusion Of Specific Accidents, Products, Work Or Location"
GL7Line,GL7LiquorPremiumToReachMin,Liquor Premium To Reach Minimum
GL7Line,GL7IndependentContractorsCondExcl_Ext,Independent Contractors Conditional Exclusion
GL7Line,GL7NonCumltnOfLiabOfEchOcrncAndPrsnlAdInjLim_Ext,Non-Cumulation of Liability of Each Occurrence and Personal Advertising Inj Limits
GL7Line,GL7AddlInsdStatePolitlSubdPermits,Additional Insured - State Or Governmental Agency Or Subdivision Or Political Subdivision - Permits Or Authorizations
GL7Line,GL7NonOwnedAutoLiab,Non-Owned Auto Liability
GL7Line,GL7UnmannedAircraftTerr,Terrorism - Unmanned Aircraft
GL7Line,GL7VTChangesPollution,Vermont Changes - Pollution
GL7Line,GL7CoveredWorkOrOperationSPE_Ext,Covered Work or Operations
GL7Line,GL7StateChangesVolunteerWorkersExcl,New Hampshire - Volunteer Workers As Insureds Exclusion
GL7Line,GL7DesignatedLocGeneralAggLimit_Ext,Designated Location(s) General Aggregate Limit
GL7Line,GL7UndergroundResourcesAndEquipmtCov,Underground Resources And Equipment
GL7Line,GL7PetSrvcsProdfsnlLiab_Ext,Pet Services Professional Liability
GL7Line,GL7PrivacyBreach_Ext,Privacy Breach
GL7Line,GL7ExclCannabisProds,Exclusion - Cannabis Products
GL7Line,GL7WaiverOfTransferOfRightsOfRecoveryAgainstOthers,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver Of Subrogation)
GL7Line,GL7TerrProdsCompldOps,Terrorism - Products/Completed Operations
GL7Line,GL7AddInsOOnGoingComOp_Ext,"Additional Insured - Owners, Lessees or Contractors - OnGoing and Completed Operations"
GL7Line,GL7AddInsOwnersAutConsAg_Ext,"Additional Insured - Owners, Lessees or Contractors - Completed Operations Coverage - Automatic Status When Required in Construction Agreement With You (CL CG 20 12)"
GL7Line,GL7ResidentialConstructions_Ext,Exclusion - Residential Construction Activities with Limited Exception For Solar Contractors
GL7Line,GL7MAChangesLeadPoisoningEndorsementClassLvl,Massachusetts Changes - Lead Poisoning Endorsement
GL7Line,GL7DamageToPremisesRentedToYouGovSubdivision,Damage To Premises Rented To You - Governmental Subdivision
GL7Line,GL7ExclCoverageCMediclePayments_Ext,Exclusion - Coverage C - Medical Payments
GL7Line,GL7StateAmndmtOfLiquorLiabExclExcptnScheddActivs,New Hampshire Amendment Of Liquor Liability Exclusion - Exception For Scheduled Activities
GL7Line,GL7NCSupplementalExtendedReportingPeriodEndorseme1,North Carolina Supplemental Extended Reporting Period Endorsement
GL7Line,GL7NCSupplementalExtendedReportingPeriodEndorseme2,North Carolina Supplemental Extended Reporting Period Endorsement
GL7Line,GL7NCSupplementalExtendedReportingPeriodEndorseme3,North Carolina Supplemental Extended Reporting Period Endorsement
GL7Line,GL7LawnCareServicesCov,Lawn Care Services - Limited Pollution
GL7Line,GL7ExclInsuranceAndReltdOps,Exclusion - Insurance And Related Operations
GL7Line,GL7AmendmentOfCovTerritoryWorldwideCovProdsCompldO,Amendment Of Coverage Territory - Worldwide
GL7Line,GL7ExclExplosionCollapseUndrgrdPropDmgHazardSpeci1,"Exclusion - Explosion, Collapse And Underground Property Damage Hazard (Specified Operations Excepted)"
GL7Line,GL7AddlInsdEngrsArchsSrvyrs,"Additional Insured - Engineers, Architects Or Surveyors"
GL7Line,GL7NDChangesPerPersonLmtsOfInsGovSubdivisions,North Dakota Changes - Per Person Limits Of Insurance - Governmental Subdivisions
GL7Line,GL7NDChangesNoticeOfCancellationPesticideApplicato,North Dakota Changes - Notice Of Cancellation - Pesticide Applicators
GL7Line,GL7ExtndRprtgEndtManufctrsErrorAndOmsnsLiab_Ext,Extended Reporting Period Endorsement for Manufacturerâs Errors and Omissions Liability
GL7Line,GL7DesignatedEntitiesOperExcl_Ext,Exclusion - Designated Entities And Operations
GL7Line,GL7TXChangesEmploymentReltdPracticesExcl,Texas Changes - Employment-Related Practices Exclusion
GL7Line,GL7EfficientProximateCauseLmtdPollutionLiabCovDefe,Washington - Efficient Proximate Cause - Limited Pollution Liability Coverage (Defense Within Limits)
GL7Line,GL7AmendmentOfCovTerritoryWorldwideCovProdsCompld1,Amendment Of Coverage Territory - Worldwide
GL7Line,GL7SilicaOrSilicaReltdDustExclOwnersContractorsPro,Silica Or Silica-Related Dust Exclusion
GL7Line,GL7EndorPackLiquorLiabCov_Ext,Endorsement - Package Liquor Liability Coverage
GL7Line,GL7CannabisExclWithHempExceptionSubjectToHempAggLi,Cannabis Exclusion With Hemp Exception Subject To Hemp Aggregate Limit
GL7Line,GL7ExclElectrDataDeletionOfBIExceptionOwnrsContrct,Exclusion - Electronic Data - Deletion Of Bodily Injury Exception
GL7Line,GL7FungiOrBacteriaExcl,Fungi Or Bacteria Exclusion
GL7Line,GL7LmtdCovForDesignatedUnmannedAircraftCovAOnl1,Limited Coverage For Designated Unmanned Aircraft (Coverage A Only)
GL7Line,GL7PrimaryAndNoncontributoryOtherInsConditionAdditionalInsured_Ext,Primary and Noncontributory - Other Insurance Condition (Additional Insured)
GL7Line,GL7ExcCorporalPunishment_Ext,Exclusion - Corporal Punishment
GL7Line,GL7ExclMedPayToChildrenDayCareCenters,Exclusion - Medical Payments To Children Day Care Centers
GL7Line,GL7WestVAChangesBindingArbitration,West Virginia Changes - Binding Arbitration
GL7Line,GL7ClassificationExclCovBProductWithdrawalLiab,Coverage B - Product Withdrawal Liability
GL7Line,GL7AmendmentOfCovTerritoryAdditionalScheduledCoun1,Amendment Of Coverage Territory - Additional Scheduled Countries
GL7Line,GL7NCSupplementalExtendedReportingPeriodEndorsemen,North Carolina Supplemental Extended Reporting Period Endorsement
GL7Line,GL7ManufctrErrorsAndOmsnsLiab_Ext,Manufacturer's Errors and Omissions Liability
GL7Line,GL7ExclAllHazardsInConnectionWithElectrSmokingDevi,"Exclusion - All Hazards In Connection With An Electronic Smoking Device, Its Vapor, Component Parts, Equipment And Accessories"
GL7Line,GL7NHChangesDedLiabInsurance,New Hampshire Changes - Deductible Liability Insurance
GL7Line,GL7ChangesClaimsMadeProvisionsProdsCompldOps,Changes - Claims-Made Provisions
GL7Line,GL7SuddentAccidentalAbruptIncludingDefenseCov_Ext,"Sudden, Accidental and Abrupt Pollution Coverage - Scheduled Locations (Including Defense) - Scheduled"
GL7Line,GL7MedPay,Medical Payments
GL7Line,GL7PolicyChanges,Policy Changes
GL7Line,GL7WAChangesAmendmentOfLiquorLiabExclExcptnForSche,Washington Changes - Amendment Of Liquor Liability Exclusion Exception For Scheduled Premises Or Activities
GL7Line,GL7TNChangesPerPersonLmtsOfInsGovSubdivisions,Tennessee Changes - Limits Of Insurance - Governmental Subdivisions
GL7Line,GL7LimitationOfCovToInsuredPremisesLocLvl,Limitation Of Coverage To Insured Premises
GL7Line,GL7ContinuousOrProgressive_Ext,Exclusion - Continuous Or Progressive Injury Or Damage
GL7Line,GL7CannabisExclWithHempException,Cannabis Exclusion With Hemp Exception
GL7Line,GL7PremiumAuditNoncomplianceCharge,Premium Audit Noncompliance Charge
GL7Line,GL7ExclNanotubesorNanotech_Ext,Exclusion - Nanotubes or Nanotechnology
GL7Line,GL7ExclNuclearEnergy_Ext,Nuclear Energy Liability Exclusion Endorsement
GL7Line,GL7AddlInsdExecsAdminsTrstesBenefics,"Additional Insured - Executors, Administrators, Trustees Or Beneficiaries"
GL7Line,GL7MOChangesPerPersonLmtsOfInsGovSubdivisions,Missouri Changes - Per Person Limits Of Insurance - Governmental Subdivisions
GL7Line,GL7AmendmentOfCovTerritoryAdditionalScheduledCount,Amendment Of Coverage Territory - Additional Scheduled Countries
GL7Line,GL7AmendedCanclOrRen_Ext,Amended Cancellation or Renewal
GL7Line,GL7SexualAbuseOrSexualMolestationExcl,Sexual Abuse Or Sexual Molestation Exclusion
GL7Line,GL7ExtnsnOfCvgCoEmpEndt_Ext,Extension of Coverage â Co-Employee Endorsement
GL7Line,GL7StateChangesSupplementalExtendedReportingPeriod,New Hampshire Changes - Supplemental Extended Reporting Period Endorsement
GL7Line,GL7LtdCovForBodilyInjPropDamOrPrsnlAndAdvertisingI,"Washington - Limited Coverage For Bodily Injury, Property Damage Or Personal And Advertising Injury Involving Efficient Proximat"
GL7Line,GL7BatchClause_Ext,Batch Clause
GL7Line,GL7AmendedLmtOfInsStreAgg_Ext,Amended Limits of Insurance (Stretch Aggregate)
GL7Line,GL7Y2KCompuReltdAndOtherElectrProbExclProdsCompldO,Year 2000 Computer-Related And Other Electronic Problems - Excl Of Specd Covs For Designated Products Or Completed Ops
GL7Line,GL7TotalPollutionExclWithAHostileFireExcptn,Total Pollution Exclusion With A Hostile Fire Exception
GL7Line,GL7KnowledgeOccInsuredRepEndo_Ext,Knowledge Of Occurrence By Insured Representative Endorsement
GL7Line,GL7ExclSpecifiedWorkers_Ext,"Exclusion - Bodily Injury to Specified Workers (INCL Defense Costs, Contractual Exception)"
GL7Line,GL7ExclPriorCompWork_Ext,Exclusion - Prior Completed Work
GL7Line,GL7IAChangesLiquorLiab,Iowa Changes - Liquor Liability
GL7Line,GL7ConstrctnProjMngmtProtvLiabCov,Construction Project Management Protective Liability
GL7Line,GL7LmtdCovForInjuryInvolvingEfficientProximateCaus,Washington - Limited Coverage For Injury Involving Efficient Proximate Cause (Defense Within Limits)
GL7Line,GL7ChoiceOfCounsel_Ext,Choice of Counsel
GL7Line,GL7EndoAnhydrousAmmoniaLPG_Ext,Endorsement - Anhydrous Ammonia and Liquified Petroleum Gas
GL7Line,GL7ExclDesignatedProfSer_Ext,Exclusion - Designated Professional Services
GL7Line,GL7ContractLiabRRLmtdSPE_Ext,Contractual Liability - Railroads (Limited)
GL7Line,GL7ExclSpecificAccidentsProdsWorkOrLocationProdsCo,"Exclusion Of Specific Accidents, Products, Work Or Location"
GL7Line,GL7FloristErrorAndOmissionsLiabCov_Ext,Florist's Errors and Omissions Liability Coverage
GL7Line,GL7AddlInsdMgrsLessorsPrem_Ext,Managers Or Lessors Of Premises - Scheduled
GL7Line,GL7CareCustContLtdPropCov_Ext,"Care, Custody or Control - Limited Property Coverage"
GL7Line,GL7BroadAbuseOrMolestationExcl,Broad Abuse Or Molestation Exclusion
GL7Line,GL7LimContLiabRailOngoingOps_Ext,Limited Contractual Liability - Railroads - Ongoing Operations
GL7Line,GL7ChangesClaimsMadeProvisions,Changes - Claims-Made Provisions
GL7Line,GL7ExclPunitiveOrExmplDmg_Ext,Exclusion - Punitive or Exemplary Damages
GL7Line,GL7PAChangesPesticideApplicatorCovOwnersContractor,Pennsylvania Changes - Pesticide Applicator - Limited Pollution
GL7Line,GL7ExclDamageToPremRentedToYou,Exclusion - Damage To Premises Rented To You
GL7Line,GL7ContractualLimitationAmended_Ext,Contractual Limitation (Amended)
GL7Line,GL7AddlInsdOwnersLesseesContrctrsCompletedOpsSubje,"Additional Insured - Owners, Lessees Or Contractors - Completed Operations Subject To The General Aggregate"
GL7Line,GL7CalculationOfPremium,Calculation Of Premium
GL7Line,GL7ExclCrossSuitsLiabRailroad,Exclusion - Cross Suits Liability
GL7Line,GL7SupplementalExtendedReportingPeriodEndtForProdC,Virginia Supplemental Extended Reporting Period Endorsement For Products/Completed Operations Liability
GL7Line,GL7RoofingOperations_Ext,Exclusion - Roofing Operations
GL7Line,GL7AddlInsdOwnersLesseesContrctrsScheddPersonOrg,"Additional Insured - Owners, Lessees Or Contractors - Scheduled Person Or Organization"
GL7Line,GL7ExperienceRatingModificationSecondLatestYear,Experience Rating Modification Second Latest Year
GL7Line,GL7AddlInsdEngrsArchsSrvyrsNotEngagedInsd,"Additional Insured - Engineers, Architects Or Surveyors Not Engaged By The Named Insured"
GL7Line,GL7AdditionalInsuredLiquorLiability_Ext,Additional Insured - Liquor Liability
GL7Line,GL7AddlInsdVolunteerWorkersLiquor,Additional Insured - Volunteer Workers
GL7Line,GL7DesignatedLocLiquorAggLimit,Designated Location(s) Aggregate Limit
GL7Line,GL7CrisisManagementExpenseCov_Ext,Crisis Management Expense Coverage
GL7Line,GL7ExclOfTerr,Exclusion Of Terrorism
GL7Line,GL7COAmendmentOfSectionVExtendedReportingPerSpecif,"Colorado Amendment Of Section V - Extended Reporting Periods For Specific Accidents, Product, Work Or Location"
GL7Line,GL7ExclDesignatedWorkSPE_Ext,Exclusion - Designated Work
GL7Line,GL7AddlInsdControllingInt,Additional Insured - Controlling Interest
GL7Line,GL7ExclUnmannedAircraftRailroad,Exclusion - Unmanned Aircraft
GL7Line,GL7VoluntaryCleanUpCostsReimbursement,Voluntary Clean-Up Costs Reimbursement
GL7Line,GL7ExclCrossSuitsLiabCGL1,Exclusion - Cross Suits Liability
GL7Line,GL7DedSubcontractIndpen_Ext,Deductible - Subcontractors or Independent Contractors Warranty
GL7Line,GL7ExclUndergroundResourcesAndEquip,Exclusion - Underground Resources And Equipment
GL7Line,GL7UnmannedAircraf,Unmanned Aircraft
GL7Line,GL7ProdCompOperIncGnAggLmt_Ext,Products - Completed Operations Included in General Aggregate Limit
GL7Line,GL7AddlInsdOwnersLesseesContrctrsAutomtcStatusForO,"Additional Insured - Owners, Lessees Or Contractors - Automatic Status For Other Parties When Reqd In Written Construction Agrmt"
GL7Line,GL7AddlInsdElectiveOrAppointiveExecutiveOfficersOf,Additional Insured - Elective Or Appointive Executive Officers Of Public Corporations
GL7Line,GL7ExclExteriorInsulationAndFinishSystemsPremOpsPr,Exclusion - Exterior Insulation And Finish Systems
GL7Line,GL7ExclDesignatedProds,Exclusion - Designated Products
GL7Line,GL7GeneralLiabilityUltraPlusEndorsement_Ext,General Liability Ultra Plus Endorsement
GL7Line,GL7ExclProdsProfessionalServicesDruggists,Exclusion - Limited Products And Professional Services - Pharmacists
GL7Line,GL7TobaccoProductsExcln_Ext,Tobacco Products Exclusion
GL7Line,GL7ExclProductReplacementRepairOrRepurchase,"Exclusion - Product Replacement, Repair Or Repurchase"
GL7Line,GL7NotcOfCncltnOfSchduldPersonOrOrganizatn_Ext,Notice of Cancellation to a Scheduled Person or Organization
GL7Line,GL7AmndmtOfCovTerrAddlSchddCountries,Amendment Of Coverage Territory - Additional Scheduled Countries
GL7Line,GL7Lmts,Limits
GL7Line,GL7EarlierNoticeOfCancellationProvidedByUsOwnersCo,Earlier Notice Of Cancellation Provided By Us
GL7Line,GL7SnowmobileATVClubs_Ext,Snowmobile And ATV Clubs
GL7Line,GL7SexualAbuseOrSexualMolestationLiabCovClaimsMade,Sexual Abuse Or Sexual Molestation Liability Claims-Made
GL7Line,GL7AmendedExtendRepPrds_Ext,Amended Extended Reporting Periods
GL7Line,GL7WaiverOfTransfrRghtsRecovryAgnstOtherSPE_Ext,Waiver of Transfer of Rights of Recovery Against Others to Us (Scheduled)
GL7Line,GL7RealEstatePropertyManaged,Real Estate Property Managed
GL7Line,GL7ExclProdsProfessionalServicesOpticalHearingAidE,Exclusion - Products And Professional Services (Optical And Hearing Aid Establishments)
GL7Line,GL7CannabisExclRailroad,Cannabis Exclusion
GL7Line,GL7EndrsmntFarmEquipDealerGLCov_Ext,Endorsement - Farm Equipment Dealer General Liability Coverage
GL7Line,GL7GeneticallyModifiedOrganismExclusion_Ext,Genetically Modified Organism Exclusion
GL7Line,GL7AddlInsdMgrsLessorsPrem,Additional Insured - Managers Or Lessors Of Premises
GL7Line,GL7ExclSpcfDemAndWreckHzd_Ext,Exclusion - Specified Demolition And Wrecking Hazards
GL7Line,GL7AdvantageConstructionProjectsCoverage_Ext,Advantage Construction Project(s) Coverage
GL7Line,GL7ExclUnmannedAircraftCovAOnly,Exclusion - Unmanned Aircraft (Coverage A Only)
GL7Line,GL7DisclosurePursuantToTerrRiskInsuranceActOf2002,Disclosure Pursuant To Terrorism Risk Insurance Act
GL7Line,GL7InspectionAgenciesBoilerAndPressureVesselUnits,Maryland Inspection Agencies - Boilers And Pressure Vessel Units
GL7Line,GL7CyberSupplExtendRepPeriod_Ext,Cyber Suite - Supplemental Extended Reporting Period
GL7Line,GL7LmtdCovForDesignatedUnmannedAircraftPremiumToRe,Limited Cov For Designated Unmanned Aircraft Premium To Reach Min
GL7Line,GL7ExclAdultDayCareCenters,Exclusion - Adult Day Care Centers
GL7Line,GL7AmendmentOfDefinitionOfPollutants,Amendment Of Definition Of Pollutants
GL7Line,GL7StopGapEmployersLiabCovEndorsementPolLvl,Stop Gap - Employers Liability Coverage Endorsement
GL7Line,GL7CannabisExclWithDesignatedProductOrWorkExceptio,Cannabis Exclusion With Designated Product Or Work Exception Subject To Cannabis Products/Completed Operations Aggregate
GL7Line,GL7ShortRatePenalty_Ext,Short Rate Penalty
GL7Line,GL7AnimalCremtrmProfsnlLiab_Ext,Animal Crematorium Or Cemetery Operations Professional Liability
GL7Line,GL7NonCumLiabEachOccuPersAdvInjLim_Ext,Non-Cumulation Of Liability Of Each Occurrence Limit And Personal And Advertising Injury Limit
GL7Line,GL7StopGapWV_Ext,Stop Gap - West Virginia
GL7Line,GL7CannabisExclOwnersContractors,Cannabis Exclusion
GL7Line,GL7LmtdExclDesignatedOpsCovByAControlledWrapUpIns1,Limited Exclusion - Designated Operations Covered By A Controlled (Wrap-Up) Insurance Program - Limited Exception For Ad
GL7Line,GL7LmtdExclDesignatedOpsCovByAControlledWrapUpIns2,Limited Exclusion - Designated Operations Covered By A Controlled (Wrap-Up) Insurance Program
GL7Line,GL7SexualAbuseOrSexualMolestationOfAnyPersonCommit,Sexual Abuse Or Sexual Molestation Of Any Person Committed By The Insured Liability Claims-Made
GL7Line,GL7LossOfElectrDataPremiumToReachMin,Loss Of Electronic Data Coverage Premium To Reach Minimum
GL7Line,GL7CyberIncidentLiabCovSubjectToEachCyberIncident1,Cyber Incident Liability Coverage Subject To Each Cyber Incident Occurrence And Aggregate Limits
GL7Line,GL7Y2KCompuReltdAndOtherElectrProbExclDesigntdLocs,"Year 2000 Computer-Related And Other Electronic Problems - Excl Of Designated Locations, Operations, Prods Or Srvcs"
GL7Line,GL7ExclProfessionalServicesPharmacists,Exclusion - Professional Services - Pharmacists
GL7Line,GL7ElectrDataLiabPremiumToReachMin,Electronic Data Liability Premium To Reach Minimum
GL7Line,GL7BlnktAddlInsdEndorsement_Ext,Blanket Additional Insured Endorsement
GL7Line,GL7SDChangesNonBindingArbitration,South Dakota Changes - Non-Binding Arbitration
GL7Line,GL7AddInsOwnersComOpeCovOrg_Ext,"Additional Insured - Owners, Lessees, or Contractors -Completed Operations Coverage - Scheduled Person or Organization (CL CG 20 11)"
GL7Line,GL7DedLiabInsuranceLiquorLiab,Deductible Liability Insurance
GL7Line,GL7ExclHealthEffElectSmokingDevices_Ext,"New York Changes - Exclusion - Deleterious Health Effects, Electronic Smoking Device Vapor"
GL7Line,GL7WaiverTransferRightsRecovery,Waiver Of Transfer Of Rights Of Recovery Against Others To Us (Waiver of Subrogation)
GL7Line,GL7CyberIncidentLiabCovSubjectToEachCyberIncidentO,Cyber Incident Liability Coverage Subject To Each Cyber Incident Occurrence And Aggregate Limits
GL7Line,GL7ExclCrossSuitsLiabUST,Exclusion - Cross Suits Liability
GL7Line,GL7SelfInsurReten_Ext,Self-Insured Retention
GL7Line,GL7ExcessInsuranceProvisionOrderOfResponseWhenYouA,Excess Insurance Provision - Order Of Response - When You Are An Additional Insured On Other Insurance
GL7Line,GL7WaiverOfTrnfrRigtsOfRecvryToOthersAutomtcSPE_Ext,Waiver of Transfer of Rights of Recovery Against Others to Us (Waiver of Subrogation) - Automatic
GL7Line,GL7BarberShopButyorNailSalonProfesnalLiab_Ext,"Barber Shop, Beauty Salon or Nail Salon Professional Liability"
GL7Line,GL7SexualAbuseOrSexualMolestationOfAnyPersonCommi1,Sexual Abuse Or Sexual Molestation Of Any Person Committed By The Insured Liability
GL7Line,GL7AllHazardsDesignated_Ext,Exclusion - All Hazards In Connection With Designated Premises
GL7Line,GL7ExclOfPunitiveDamagesReltdToACertifiedActOfTerr,Exclusion Of Punitive Damages Related To A Certified Act Of Terrorism
GL7Line,GL7ExclUnmannedAircraftCovBOnly,Exclusion - Unmanned Aircraft (Coverage B Only)
GL7Line,GL7BindingArbitration,Binding Arbitration
GL7Line,GL7DesignatedProjectsProdsCompldOpsAggLimit,Designated Project(s) Products-Completed Operations Aggregate Limit
GL7Line,GL7ExclusionSnowOrIceOperations_Ext,Exclusion - Snow or Ice Operations
GL7Line,GL7AddlInsdTrusts,Additional Insured - Trusts
GL7Line,GL7CondExclOfTerrDispositionOfAct2002,Conditional Exclusion Of Terrorism (Relating To Disposition Of Federal Terrorism Risk Insurance Act)
GL7Line,GL7ExclnInjryDmgRltdMvmntLndErthSoilMudAllOp_Ext,"Exclusion - Injury or Damage Related to Movement of Land, Earth, Soil or Mud (All Operations)"
GL7Line,GL7HiredAutoAndNonOwnedAutoLiab,Wisconsin - Hired Auto And Non-owned Auto Liability Insurance
GL7Line,GL7LmtdPollutionLiabExtensionEndt,Limited Pollution Liability Extension Endorsement
GL7Line,GL7ExcTestConErrorsOmi_Ext,Exclusion - Testing Or Consulting Errors And Omissions
GL7Line,GL7LmtdCovForBodilyInjPropDamAndCorrectiveActnCost,"Washington - Limited Coverage For Bodily Injury, Property Damage And Corrective Action Costs Involving Efficient Proximate Cause"
GL7Line,GL7ContractualLiabLimitation,Contractual Liability Limitation
GL7Line,GL7FullyEarnedPremiumAtInceptionSPE_Ext,Fully Earned Premium at Inception
GL7Line,GL7ExperienceRatingModification,Experience Rating Modification
GL7Line,GL7ComputerAttack_Ext,Computer Attack
GL7Line,GL7StopGapWA_Ext,Stop Gap - Washington
GL7Line,GL7LimitationOfCovForTerrSubLimitAnnualAggBasis,Limitation Of Coverage For Terrorism On An Annual Aggregate Basis
GL7Line,GL7AddnlInsdCntrctrAtmtcStatOngOpAndCompldOp_Ext,Additional Insured - Contractors - Automatic Status - Ongoing Operations And Completed Operations
GL7Line,GL7CanoesOrRowboats,Canoes Or Rowboats
GL7Line,GL7CommunicableDiseaseExcl,Communicable Disease Exclusion
GL7Line,GL7ProfessionalLiabExclCompDataProcessing,Professional Liability Exclusion - Computer Data Processing
GL7Line,GL7AddlInsdAutomaticStatusForDesignatedOps,Additional Insured - Automatic Status For Designated Operations
GL7Line,GL7AddlInsdLessorOfLeasedEquipmtAutomtcStatusWhenR,Additional Insured - Lessor Of Leased Equipment - Automatic Status When Required In Lease Agreement With You
GL7Line,GL7VAPollutionExclLmtdExceptionForAShortTermPollut,Virginia Pollution Exclusion - Limited Exception For A Short-Term Pollution Event
GL7Line,GL7Boats,Boats
GL7Line,GL7UnauthTeleCommEquipOrElecUsge_Ext,Unauthorized Telecommunication Equipment or Electronic Equipment Usage
GL7Line,GL7ExclSpecifiedTherapeuticOrCosmeticSrvcs,Exclusion - Specified Therapeutic Or Cosmetic Services
GL7Line,GL7RetailGrocersPollutionEnd_Ext,Retail and Grocers - Limited Contamination or Pollution Endorsement
GL7Line,GL7AmendmentOfCovTerritoryWorldwideCovWithSpecifi1,Amendment Of Coverage Territory - Worldwide Coverage With Specified Exceptions
GL7Line,GL7AddlInsdUsersOfTeamsDraftOrSaddleAnimals,"Additional Insured - Users Of Teams, Draft Or Saddle Animals"
GL7Line,GL7ClassificationLiquor,Liquor
GL7Line,GL7SatOfComWealNrthMarIslndSurLnReg_Ext,Satisfaction of the Commonwealth of the Northern Mariana Islands (CNMI) Surplus Lines Regulations
GL7Line,GL7AmendmentOfCovTerritoryWorldwideCovWithSpecifi2,Amendment Of Coverage Territory - Worldwide Coverage With Specified Exceptions
GL7Line,GL7TerrorismCompositeRating_Ext,Terrorism - Composite Rating
GL7Line,GL7ElectromagneticFieldsExcl_Ext,Electromagnetic Fields Exclusion
GL7Line,GL7AutoServiceAndRepairPropertyDamage_Ext,Auto Service And Repair - Property Damage Coverage
GL7Line,GL7UnmannedAircraftCovABIPD,Coverage A - Bodily Injury and Property Damage
GL7Line,GL7ExclCrossSuitsLiabPollutionLmtd,Exclusion - Cross Suits Liability
GL7Line,GL7AddlInsdMngrsOfLessersPremLeasedEquip_Ext,"Additional Insured - Managers Or Lessors Of Premises, Lessor Of Leased Equipment, Sponsors, Or Co-Promoters"
GL7Line,GL7ExclCampsOrCampgrounds,Exclusion - Camps Or Campgrounds
GL7Line,GL7ClassificationCyberIncidentLiabProdsCompldOps,Products/Completed Operations - Cyber Incident Liability
GL7Line,GL7DisclosureOfPremiumThrough123105CertifiedActsTe,Disclosure Of Premium Through End Of Year For Certified Acts Of Terrorism Coverage (Pursuant To Terrorism Risk Insurance Act)
GL7Line,GL7ExclLoggingLumberingOps,Exclusion - Logging And Lumbering Operations
GL7Line,GL7AmndmtOfCovTerrWorldwideCovWithSpecdExcptns,Amendment Of Coverage Territory - Worldwide Coverage With Specified Exceptions
GL7Line,GL7ExclPatientInjury,Florida Exclusion - Patient Injury
GL7Line,GL7ExclBiometricInfo_Ext,Exclusion - Biometric Information
GL7Line,GL7HiredAutoPropertyDamage_Ext,Hired Auto Property Damage
GL7Line,GL7AddlInsdOwnersLesseesContrctrsAutomtcStatusWhen,"Additional Insured - Owners, Lessees Or Contractors - Automatic Status When Required In A Written Construction Agreement With Yo"
GL7Line,GL7OilGasMinExpProdTotalExcl_Ext,"Oil, Gas Or Other Mineral Exploration or Production Total Exclusion"
GL7Line,GL7PersonalLiability_Ext,Personal Liability
GL7Line,GL7ExclDesignatedProdsSPE_Ext,Exclusion - Designated Products
GL7Line,GL7CourseofRoofingOps_Ext,Exclusion - Course of Roofing Operations
GL7Line,GL7AddlInsdDesigntdPersonOrg,Additional Insured - Designated Person Or Organization
GL7Line,GL7AdvConstProjGenAggLim_Ext,Advantage Construction Project(s) General Aggregate Limit
GL7Line,GL7ExclAircraftAutoWatercrft_Ext,"Exclusion - Aircraft, Auto or Watercraft"
GL7Line,GL7ExclPFASOwnersContractorsProdsCompldOps,Exclusion - Perfluoroalkyl And Polyfluoroalkyl Substances (PFAS)
GL7Line,GL7JanitorialSrvcsLiabEnhcmnt_Ext,Janitorial Services Liability Enhancement
GL7Line,GL7ExclnResidentialCnstrctnDesignOrDevelpmnt_Ext,"Exclusion - Residential Construction, Design or Development"
GL7Line,GL7ExclFiduciaryOrRepLiabOfFinclInstitutions,Exclusion - Fiduciary Or Representative Liability Of Financial Institutions
GL7Line,GL7HiredAndNonOwnedAutoLiability_Ext,Hired and Non-owned Auto Liability
GL7Line,GL7ExclPriorOperations_Ext,Exclusion - Prior Operations
GL7Line,GL7ExclElectrDataDeletionOfBIException,Exclusion - Electronic Data - Deletion Of Bodily Injury Exception
GL7Line,GL7LmtdFungiOrBacteria,Limited Fungi Or Bacteria
GL7Line,GL7ILChangesContractorsHomeRepairAndRemodeling,Illinois Changes - Contractors - Home Repair And Remodeling
GL7Line,GL7CovForInjuryLeasedWorkersUndergroundStorageTank,Coverage For Injury To Leased Workers
GL7Line,GL7KnowledgeNoticeOfOccurrence_Ext,Knowledge and Notice of Occurrence
GL7Line,GL7VeterinariansProfLiab_Ext,Veterinarians Professional Liability
